batch,rounding,layout_id,family,error_mode,source_count,arm,original_config,station_budget,conditions_per_layout_per_arm,actual_completed_stations,first_all_discovered_station,first_16_discovered_station,stopped_before_station_budget,stop_certificate,final_cleared,final_virtual_time_s,historical_metrics_match,replay_physics_audit_passed
round9_rounding,pre_round_stress,cluster_121010_positive,cluster,positive,15,recommended25,FINAL,25,1,25,17,,0,triangular_halfplane_cover,15,6397.657987,1,1
round9_rounding,pre_round_stress,edge_121011_positive,edge,positive,16,baseline31,BASE,31,1,27,27,27,1,count16,16,10207.752066,1,1
round9_rounding,pre_round_stress,edge_121011_positive,edge,positive,16,recommended25,FINAL,25,1,24,24,24,1,count16,16,8278.968681,1,1
round9_rounding,pre_round_stress,uniform_121012_negative,uniform,negative,12,baseline31,BASE,31,1,31,13,,0,triangular_halfplane_cover,12,12010.894156,1,1
round9_rounding,pre_round_stress,uniform_121012_negative,uniform,negative,12,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,12,7251.735447,1,1
round9_rounding,pre_round_stress,outward_121013_negative,outward,negative,15,baseline31,BASE,31,1,31,29,,0,triangular_halfplane_cover,15,18821.004813,1,1
round9_rounding,pre_round_stress,outward_121013_negative,outward,negative,15,recommended25,FINAL,25,1,25,25,,0,triangular_halfplane_cover,15,9878.689115,1,1
round9_rounding,pre_round_stress,inward_121014_negative,inward,negative,14,baseline31,BASE,31,1,31,15,,0,triangular_halfplane_cover,14,11817.775757,1,1
round9_rounding,pre_round_stress,inward_121014_negative,inward,negative,14,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,14,5561.68076,1,1
round9_rounding,pre_round_stress,tangent_121015_negative,tangent,negative,12,baseline31,BASE,31,1,31,28,,0,triangular_halfplane_cover,12,11447.425715,1,1
round9_rounding,pre_round_stress,tangent_121015_negative,tangent,negative,12,recommended25,FINAL,25,1,25,18,,0,triangular_halfplane_cover,12,7330.886784,1,1
round9_rounding,pre_round_stress,cluster_121016_negative,cluster,negative,12,baseline31,BASE,31,1,31,27,,0,triangular_halfplane_cover,12,12084.12793,1,1
round9_rounding,pre_round_stress,cluster_121016_negative,cluster,negative,12,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,12,7162.992006,1,1
round9_rounding,pre_round_stress,edge_121017_negative,edge,negative,11,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,11,10713.316536,1,1
round9_rounding,pre_round_stress,edge_121017_negative,edge,negative,11,recommended25,FINAL,25,1,25,8,,0,triangular_halfplane_cover,11,5774.577244,1,1
round9_rounding,pre_round_stress,uniform_121018_smooth,uniform,smooth,12,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,12,10980.273865,1,1
round9_rounding,pre_round_stress,uniform_121018_smooth,uniform,smooth,12,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,12,6632.675769,1,1
round9_rounding,pre_round_stress,outward_121019_smooth,outward,smooth,13,baseline31,BASE,31,1,31,24,,0,triangular_halfplane_cover,13,10530.745882,1,1
round9_rounding,pre_round_stress,outward_121019_smooth,outward,smooth,13,recommended25,FINAL,25,1,25,18,,0,triangular_halfplane_cover,13,5829.258472,1,1
round9_rounding,pre_round_stress,inward_121020_smooth,inward,smooth,16,baseline31,BASE,31,1,19,19,19,1,count16,16,7413.59148,1,1
round9_rounding,pre_round_stress,inward_121020_smooth,inward,smooth,16,recommended25,FINAL,25,1,11,11,11,1,count16,16,4266.780952,1,1
round9_rounding,pre_round_stress,tangent_121021_smooth,tangent,smooth,15,baseline31,BASE,31,1,31,27,,0,triangular_halfplane_cover,15,13579.691555,1,1
round9_rounding,pre_round_stress,tangent_121021_smooth,tangent,smooth,15,recommended25,FINAL,25,1,25,13,,0,triangular_halfplane_cover,15,8011.938808,1,1
round9_rounding,pre_round_stress,cluster_121022_smooth,cluster,smooth,11,baseline31,BASE,31,1,31,15,,0,triangular_halfplane_cover,11,11722.756595,1,1
round9_rounding,pre_round_stress,cluster_121022_smooth,cluster,smooth,11,recommended25,FINAL,25,1,25,21,,0,triangular_halfplane_cover,11,7323.431565,1,1
round9_rounding,pre_round_stress,edge_121023_smooth,edge,smooth,13,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,13,11421.499751,1,1
round9_rounding,pre_round_stress,edge_121023_smooth,edge,smooth,13,recommended25,FINAL,25,1,25,22,,0,triangular_halfplane_cover,13,6493.711378,1,1
round9_rounding,pre_round_stress,uniform_121024_spatial_hash,uniform,spatial_hash,13,baseline31,BASE,31,1,31,26,,0,triangular_halfplane_cover,13,12249.931923,1,1
round9_rounding,pre_round_stress,uniform_121024_spatial_hash,uniform,spatial_hash,13,recommended25,FINAL,25,1,25,25,,0,triangular_halfplane_cover,13,6826.248262,1,1
round9_rounding,pre_round_stress,outward_121025_spatial_hash,outward,spatial_hash,12,baseline31,BASE,31,1,31,21,,0,triangular_halfplane_cover,12,12683.281175,1,1
round9_rounding,pre_round_stress,outward_121025_spatial_hash,outward,spatial_hash,12,recommended25,FINAL,25,1,25,17,,0,triangular_halfplane_cover,12,7865.412023,1,1
round9_rounding,pre_round_stress,inward_121026_spatial_hash,inward,spatial_hash,12,baseline31,BASE,31,1,31,24,,0,triangular_halfplane_cover,12,10859.366311,1,1
round9_rounding,pre_round_stress,inward_121026_spatial_hash,inward,spatial_hash,12,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,12,5746.080264,1,1
round9_rounding,pre_round_stress,tangent_121027_spatial_hash,tangent,spatial_hash,14,baseline31,BASE,31,1,31,17,,0,triangular_halfplane_cover,14,11093.499482,1,1
round9_rounding,pre_round_stress,tangent_121027_spatial_hash,tangent,spatial_hash,14,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,14,7591.000078,1,1
round9_rounding,pre_round_stress,cluster_121028_spatial_hash,cluster,spatial_hash,16,baseline31,BASE,31,1,20,20,20,1,count16,16,7988.310181,1,1
round9_rounding,pre_round_stress,cluster_121028_spatial_hash,cluster,spatial_hash,16,recommended25,FINAL,25,1,18,18,18,1,count16,16,5092.252741,1,1
round9_rounding,pre_round_stress,edge_121029_spatial_hash,edge,spatial_hash,10,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,10,11793.385985,1,1
round9_rounding,pre_round_stress,edge_121029_spatial_hash,edge,spatial_hash,10,recommended25,FINAL,25,1,25,22,,0,triangular_halfplane_cover,10,7672.678098,1,1
round9_rounding,pre_round_stress,uniform_121030_positive,uniform,positive,10,baseline31,BASE,31,1,31,28,,0,triangular_halfplane_cover,10,11325.408156,1,1
round9_rounding,pre_round_stress,uniform_121030_positive,uniform,positive,10,recommended25,FINAL,25,1,25,20,,0,triangular_halfplane_cover,10,6814.40783,1,1
round9_rounding,pre_round_stress,outward_121031_positive,outward,positive,12,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,12,10856.556972,1,1
round9_rounding,pre_round_stress,outward_121031_positive,outward,positive,12,recommended25,FINAL,25,1,25,17,,0,triangular_halfplane_cover,12,6334.075841,1,1
round9_rounding,pre_round_stress,inward_121032_positive,inward,positive,11,baseline31,BASE,31,1,31,21,,0,triangular_halfplane_cover,11,11606.936029,1,1
round9_rounding,pre_round_stress,inward_121032_positive,inward,positive,11,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,11,5555.362589,1,1
round9_rounding,pre_round_stress,tangent_121033_positive,tangent,positive,13,baseline31,BASE,31,1,31,27,,0,triangular_halfplane_cover,13,13390.38906,1,1
round9_rounding,pre_round_stress,tangent_121033_positive,tangent,positive,13,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,13,10396.768933,1,1
round9_rounding,pre_round_stress,cluster_121034_positive,cluster,positive,15,baseline31,BASE,31,1,31,16,,0,triangular_halfplane_cover,15,11693.72153,1,1
round9_rounding,pre_round_stress,cluster_121034_positive,cluster,positive,15,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,15,6077.481799,1,1
round9_rounding,pre_round_stress,edge_121035_positive,edge,positive,11,baseline31,BASE,31,1,31,14,,0,triangular_halfplane_cover,11,11616.333544,1,1
round9_rounding,pre_round_stress,edge_121035_positive,edge,positive,11,recommended25,FINAL,25,1,25,20,,0,triangular_halfplane_cover,11,6319.769937,1,1
round9_rounding,pre_round_stress,uniform_121036_negative,uniform,negative,15,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,15,14350.323844,1,1
round9_rounding,pre_round_stress,uniform_121036_negative,uniform,negative,15,recommended25,FINAL,25,1,25,20,,0,triangular_halfplane_cover,15,7535.922278,1,1
round9_rounding,pre_round_stress,outward_121037_negative,outward,negative,12,baseline31,BASE,31,1,31,30,,0,triangular_halfplane_cover,12,14881.018802,1,1
round9_rounding,pre_round_stress,outward_121037_negative,outward,negative,12,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,12,9969.636465,1,1
round9_rounding,pre_round_stress,inward_121038_negative,inward,negative,10,baseline31,BASE,31,1,31,14,,0,triangular_halfplane_cover,10,10745.614204,1,1
round9_rounding,pre_round_stress,inward_121038_negative,inward,negative,10,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,10,5923.837756,1,1
round9_rounding,pre_round_stress,tangent_121039_negative,tangent,negative,10,baseline31,BASE,31,1,31,26,,0,triangular_halfplane_cover,10,11257.247707,1,1
round9_rounding,pre_round_stress,tangent_121039_negative,tangent,negative,10,recommended25,FINAL,25,1,25,13,,0,triangular_halfplane_cover,10,7576.696021,1,1
round9_rounding,pre_round_stress,cluster_121040_negative,cluster,negative,15,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,15,13098.732651,1,1
round9_rounding,pre_round_stress,cluster_121040_negative,cluster,negative,15,recommended25,FINAL,25,1,25,21,,0,triangular_halfplane_cover,15,6657.211752,1,1
round9_rounding,pre_round_stress,edge_121041_negative,edge,negative,13,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,13,12322.661912,1,1
round9_rounding,pre_round_stress,edge_121041_negative,edge,negative,13,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,13,7100.903719,1,1
round9_rounding,pre_round_stress,uniform_121042_smooth,uniform,smooth,14,baseline31,BASE,31,1,31,24,,0,triangular_halfplane_cover,14,11108.86921,1,1
round9_rounding,pre_round_stress,uniform_121042_smooth,uniform,smooth,14,recommended25,FINAL,25,1,25,13,,0,triangular_halfplane_cover,14,6743.655368,1,1
round9_rounding,pre_round_stress,outward_121043_smooth,outward,smooth,13,baseline31,BASE,31,1,31,25,,0,triangular_halfplane_cover,13,14418.714089,1,1
round9_rounding,pre_round_stress,outward_121043_smooth,outward,smooth,13,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,13,9467.997985,1,1
round9_rounding,pre_round_stress,inward_121044_smooth,inward,smooth,12,baseline31,BASE,31,1,31,27,,0,triangular_halfplane_cover,12,11348.100772,1,1
round9_rounding,pre_round_stress,inward_121044_smooth,inward,smooth,12,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,12,5739.969154,1,1
round9_rounding,pre_round_stress,tangent_121045_smooth,tangent,smooth,13,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,13,11842.623589,1,1
round9_rounding,pre_round_stress,tangent_121045_smooth,tangent,smooth,13,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,13,7228.01922,1,1
round9_rounding,pre_round_stress,cluster_121046_smooth,cluster,smooth,12,baseline31,BASE,31,1,31,17,,0,triangular_halfplane_cover,12,11810.354985,1,1
round9_rounding,pre_round_stress,cluster_121046_smooth,cluster,smooth,12,recommended25,FINAL,25,1,25,16,,0,triangular_halfplane_cover,12,6882.17164,1,1
round9_rounding,pre_round_stress,edge_121047_smooth,edge,smooth,11,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,11,11812.366856,1,1
round9_rounding,pre_round_stress,edge_121047_smooth,edge,smooth,11,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,11,5652.022664,1,1
round9_rounding,pre_round_stress,uniform_121048_spatial_hash,uniform,spatial_hash,13,baseline31,BASE,31,1,31,13,,0,triangular_halfplane_cover,13,12083.567666,1,1
round9_rounding,pre_round_stress,uniform_121048_spatial_hash,uniform,spatial_hash,13,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,13,6796.004784,1,1
round9_rounding,pre_round_stress,outward_121049_spatial_hash,outward,spatial_hash,12,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,12,13070.396033,1,1
round9_rounding,pre_round_stress,outward_121049_spatial_hash,outward,spatial_hash,12,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,12,9728.425105,1,1
round9_rounding,pre_round_stress,inward_121050_spatial_hash,inward,spatial_hash,13,baseline31,BASE,31,1,31,15,,0,triangular_halfplane_cover,13,11306.003503,1,1
round9_rounding,pre_round_stress,inward_121050_spatial_hash,inward,spatial_hash,13,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,13,5530.935398,1,1
round9_rounding,pre_round_stress,tangent_121051_spatial_hash,tangent,spatial_hash,13,baseline31,BASE,31,1,31,17,,0,triangular_halfplane_cover,13,11593.980253,1,1
round9_rounding,pre_round_stress,tangent_121051_spatial_hash,tangent,spatial_hash,13,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,13,5899.673442,1,1
round9_rounding,pre_round_stress,cluster_121052_spatial_hash,cluster,spatial_hash,15,baseline31,BASE,31,1,31,20,,0,triangular_halfplane_cover,15,11485.49549,1,1
round9_rounding,pre_round_stress,cluster_121052_spatial_hash,cluster,spatial_hash,15,recommended25,FINAL,25,1,25,21,,0,triangular_halfplane_cover,15,6968.560997,1,1
round9_rounding,pre_round_stress,edge_121053_spatial_hash,edge,spatial_hash,12,baseline31,BASE,31,1,31,29,,0,triangular_halfplane_cover,12,11377.943891,1,1
round9_rounding,pre_round_stress,edge_121053_spatial_hash,edge,spatial_hash,12,recommended25,FINAL,25,1,25,21,,0,triangular_halfplane_cover,12,6251.466868,1,1
round9_rounding,pre_round_stress,uniform_121054_positive,uniform,positive,12,baseline31,BASE,31,1,31,12,,0,triangular_halfplane_cover,12,10643.403556,1,1
round9_rounding,pre_round_stress,uniform_121054_positive,uniform,positive,12,recommended25,FINAL,25,1,25,8,,0,triangular_halfplane_cover,12,5917.83883,1,1
round9_rounding,pre_round_stress,outward_121055_positive,outward,positive,11,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,11,12798.080286,1,1
round9_rounding,pre_round_stress,outward_121055_positive,outward,positive,11,recommended25,FINAL,25,1,25,25,,0,triangular_halfplane_cover,11,9554.969951,1,1
round9_rounding,pre_round_stress,inward_121056_positive,inward,positive,10,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,10,10710.358534,1,1
round9_rounding,pre_round_stress,inward_121056_positive,inward,positive,10,recommended25,FINAL,25,1,25,9,,0,triangular_halfplane_cover,10,5880.930194,1,1
round9_rounding,pre_round_stress,tangent_121057_positive,tangent,positive,10,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,10,10655.821141,1,1
round9_rounding,pre_round_stress,tangent_121057_positive,tangent,positive,10,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,10,6150.744529,1,1
round9_rounding,pre_round_stress,cluster_121058_positive,cluster,positive,16,baseline31,BASE,31,1,22,22,22,1,count16,16,11444.34765,1,1
round9_rounding,pre_round_stress,cluster_121058_positive,cluster,positive,16,recommended25,FINAL,25,1,24,24,24,1,count16,16,6765.815762,1,1
round9_rounding,pre_round_stress,edge_121059_positive,edge,positive,14,baseline31,BASE,31,1,31,13,,0,triangular_halfplane_cover,14,11477.490422,1,1
round9_rounding,pre_round_stress,edge_121059_positive,edge,positive,14,recommended25,FINAL,25,1,25,18,,0,triangular_halfplane_cover,14,6420.916737,1,1
round9_rounding,pre_round_stress,uniform_121060_negative,uniform,negative,10,baseline31,BASE,31,1,31,24,,0,triangular_halfplane_cover,10,11093.29033,1,1
round9_rounding,pre_round_stress,uniform_121060_negative,uniform,negative,10,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,10,6286.426275,1,1
round9_rounding,pre_round_stress,outward_121061_negative,outward,negative,11,baseline31,BASE,31,1,31,15,,0,triangular_halfplane_cover,11,12193.002152,1,1
round9_rounding,pre_round_stress,outward_121061_negative,outward,negative,11,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,11,7547.266071,1,1
round9_rounding,pre_round_stress,inward_121062_negative,inward,negative,14,baseline31,BASE,31,1,31,13,,0,triangular_halfplane_cover,14,10939.459843,1,1
round9_rounding,pre_round_stress,inward_121062_negative,inward,negative,14,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,14,5503.665099,1,1
round9_rounding,pre_round_stress,tangent_121063_negative,tangent,negative,12,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,12,12916.78704,1,1
round9_rounding,pre_round_stress,tangent_121063_negative,tangent,negative,12,recommended25,FINAL,25,1,25,17,,0,triangular_halfplane_cover,12,8161.099822,1,1
round9_rounding,pre_round_stress,cluster_121064_negative,cluster,negative,14,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,14,10896.783837,1,1
round9_rounding,pre_round_stress,cluster_121064_negative,cluster,negative,14,recommended25,FINAL,25,1,25,19,,0,triangular_halfplane_cover,14,5906.928831,1,1
round9_rounding,pre_round_stress,edge_121065_negative,edge,negative,16,baseline31,BASE,31,1,19,19,19,1,count16,16,7966.251941,1,1
round9_rounding,pre_round_stress,edge_121065_negative,edge,negative,16,recommended25,FINAL,25,1,22,22,22,1,count16,16,6552.635507,1,1
round9_rounding,pre_round_stress,uniform_121066_smooth,uniform,smooth,11,baseline31,BASE,31,1,31,15,,0,triangular_halfplane_cover,11,11145.039277,1,1
round9_rounding,pre_round_stress,uniform_121066_smooth,uniform,smooth,11,recommended25,FINAL,25,1,25,17,,0,triangular_halfplane_cover,11,6823.166082,1,1
round9_rounding,pre_round_stress,outward_121067_smooth,outward,smooth,12,baseline31,BASE,31,1,31,28,,0,triangular_halfplane_cover,12,13656.903167,1,1
round9_rounding,pre_round_stress,outward_121067_smooth,outward,smooth,12,recommended25,FINAL,25,1,25,25,,0,triangular_halfplane_cover,12,9532.234132,1,1
round9_rounding,pre_round_stress,inward_121068_smooth,inward,smooth,12,baseline31,BASE,31,1,31,21,,0,triangular_halfplane_cover,12,10768.026404,1,1
round9_rounding,pre_round_stress,inward_121068_smooth,inward,smooth,12,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,12,5636.174383,1,1
round9_rounding,pre_round_stress,tangent_121069_smooth,tangent,smooth,11,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,11,10679.417379,1,1
round9_rounding,pre_round_stress,tangent_121069_smooth,tangent,smooth,11,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,11,6099.930755,1,1
round9_rounding,pre_round_stress,cluster_121070_smooth,cluster,smooth,14,baseline31,BASE,31,1,31,27,,0,triangular_halfplane_cover,14,11354.525691,1,1
round9_rounding,pre_round_stress,cluster_121070_smooth,cluster,smooth,14,recommended25,FINAL,25,1,25,15,,0,triangular_halfplane_cover,14,6248.693327,1,1
round9_rounding,pre_round_stress,edge_121071_smooth,edge,smooth,15,baseline31,BASE,31,1,31,20,,0,triangular_halfplane_cover,15,11133.815812,1,1
round9_rounding,pre_round_stress,edge_121071_smooth,edge,smooth,15,recommended25,FINAL,25,1,25,22,,0,triangular_halfplane_cover,15,6381.886119,1,1
round9_rounding,pre_round_stress,uniform_121072_spatial_hash,uniform,spatial_hash,14,baseline31,BASE,31,1,31,25,,0,triangular_halfplane_cover,14,12071.521628,1,1
round9_rounding,pre_round_stress,uniform_121072_spatial_hash,uniform,spatial_hash,14,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,14,7106.985184,1,1
round9_rounding,pre_round_stress,outward_121073_spatial_hash,outward,spatial_hash,16,baseline31,BASE,31,1,13,13,13,1,count16,16,5829.99718,1,1
round9_rounding,pre_round_stress,outward_121073_spatial_hash,outward,spatial_hash,16,recommended25,FINAL,25,1,20,20,20,1,count16,16,5445.101508,1,1
round9_rounding,pre_round_stress,inward_121074_spatial_hash,inward,spatial_hash,12,baseline31,BASE,31,1,31,16,,0,triangular_halfplane_cover,12,10965.877946,1,1
round9_rounding,pre_round_stress,inward_121074_spatial_hash,inward,spatial_hash,12,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,12,5534.506821,1,1
round9_rounding,pre_round_stress,tangent_121075_spatial_hash,tangent,spatial_hash,13,baseline31,BASE,31,1,31,15,,0,triangular_halfplane_cover,13,11356.763727,1,1
round9_rounding,pre_round_stress,tangent_121075_spatial_hash,tangent,spatial_hash,13,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,13,5640.683801,1,1
round9_rounding,pre_round_stress,cluster_121076_spatial_hash,cluster,spatial_hash,10,baseline31,BASE,31,1,31,14,,0,triangular_halfplane_cover,10,10522.669011,1,1
round9_rounding,pre_round_stress,cluster_121076_spatial_hash,cluster,spatial_hash,10,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,10,6075.382738,1,1
round9_rounding,pre_round_stress,edge_121077_spatial_hash,edge,spatial_hash,15,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,15,11724.813455,1,1
round9_rounding,pre_round_stress,edge_121077_spatial_hash,edge,spatial_hash,15,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,15,6542.005044,1,1
round9_rounding,pre_round_stress,uniform_121078_positive,uniform,positive,10,baseline31,BASE,31,1,31,12,,0,triangular_halfplane_cover,10,11544.081095,1,1
round9_rounding,pre_round_stress,uniform_121078_positive,uniform,positive,10,recommended25,FINAL,25,1,25,8,,0,triangular_halfplane_cover,10,6250.411983,1,1
round9_rounding,pre_round_stress,outward_121079_positive,outward,positive,11,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,11,11583.776499,1,1
round9_rounding,pre_round_stress,outward_121079_positive,outward,positive,11,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,11,8169.427229,1,1
round9_rounding,pre_round_stress,inward_121080_positive,inward,positive,11,baseline31,BASE,31,1,31,12,,0,triangular_halfplane_cover,11,10902.380241,1,1
round9_rounding,pre_round_stress,inward_121080_positive,inward,positive,11,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,11,5670.977796,1,1
round9_rounding,pre_round_stress,tangent_121081_positive,tangent,positive,12,baseline31,BASE,31,1,31,29,,0,triangular_halfplane_cover,12,10335.143441,1,1
round9_rounding,pre_round_stress,tangent_121081_positive,tangent,positive,12,recommended25,FINAL,25,1,25,13,,0,triangular_halfplane_cover,12,5773.521923,1,1
round9_rounding,pre_round_stress,cluster_121082_positive,cluster,positive,12,baseline31,BASE,31,1,31,8,,0,triangular_halfplane_cover,12,10453.379373,1,1
round9_rounding,pre_round_stress,cluster_121082_positive,cluster,positive,12,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,12,5767.505397,1,1
round9_rounding,pre_round_stress,edge_121083_positive,edge,positive,10,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,10,11669.478086,1,1
round9_rounding,pre_round_stress,edge_121083_positive,edge,positive,10,recommended25,FINAL,25,1,25,9,,0,triangular_halfplane_cover,10,5932.081679,1,1
round9_rounding,pre_round_stress,uniform_121084_negative,uniform,negative,16,baseline31,BASE,31,1,27,27,27,1,count16,16,12475.679633,1,1
round9_rounding,pre_round_stress,uniform_121084_negative,uniform,negative,16,recommended25,FINAL,25,1,22,22,22,1,count16,16,7312.37596,1,1
round9_rounding,pre_round_stress,outward_121085_negative,outward,negative,13,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,13,10798.170207,1,1
round9_rounding,pre_round_stress,outward_121085_negative,outward,negative,13,recommended25,FINAL,25,1,25,25,,0,triangular_halfplane_cover,13,6221.804336,1,1
round9_rounding,pre_round_stress,inward_121086_negative,inward,negative,16,baseline31,BASE,31,1,21,21,21,1,count16,16,9125.57106,1,1
round9_rounding,pre_round_stress,inward_121086_negative,inward,negative,16,recommended25,FINAL,25,1,10,10,10,1,count16,16,4697.687874,1,1
round9_rounding,pre_round_stress,tangent_121087_negative,tangent,negative,15,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,15,15265.279814,1,1
round9_rounding,pre_round_stress,tangent_121087_negative,tangent,negative,15,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,15,8153.594907,1,1
round9_rounding,pre_round_stress,cluster_121088_negative,cluster,negative,12,baseline31,BASE,31,1,31,28,,0,triangular_halfplane_cover,12,13012.997441,1,1
round9_rounding,pre_round_stress,cluster_121088_negative,cluster,negative,12,recommended25,FINAL,25,1,25,21,,0,triangular_halfplane_cover,12,7783.44969,1,1
round9_rounding,pre_round_stress,edge_121089_negative,edge,negative,13,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,13,11652.718442,1,1
round9_rounding,pre_round_stress,edge_121089_negative,edge,negative,13,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,13,6387.674117,1,1
round9_rounding,pre_round_stress,uniform_121090_smooth,uniform,smooth,16,baseline31,BASE,31,1,13,13,13,1,count16,16,5543.471529,1,1
round9_rounding,pre_round_stress,uniform_121090_smooth,uniform,smooth,16,recommended25,FINAL,25,1,13,13,13,1,count16,16,4230.346154,1,1
round9_rounding,pre_round_stress,outward_121091_smooth,outward,smooth,16,baseline31,BASE,31,1,13,13,13,1,count16,16,6124.828167,1,1
round9_rounding,pre_round_stress,outward_121091_smooth,outward,smooth,16,recommended25,FINAL,25,1,23,23,23,1,count16,16,5443.470454,1,1
round9_rounding,pre_round_stress,inward_121092_smooth,inward,smooth,12,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,12,11060.178161,1,1
round9_rounding,pre_round_stress,inward_121092_smooth,inward,smooth,12,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,12,5740.740175,1,1
round9_rounding,pre_round_stress,tangent_121093_smooth,tangent,smooth,16,baseline31,BASE,31,1,22,22,22,1,count16,16,8996.962865,1,1
round9_rounding,pre_round_stress,tangent_121093_smooth,tangent,smooth,16,recommended25,FINAL,25,1,12,12,12,1,count16,16,5059.740157,1,1
round9_rounding,pre_round_stress,cluster_121094_smooth,cluster,smooth,14,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,14,12514.451736,1,1
round9_rounding,pre_round_stress,cluster_121094_smooth,cluster,smooth,14,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,14,6687.517798,1,1
round9_rounding,pre_round_stress,edge_121095_smooth,edge,smooth,15,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,15,12152.402084,1,1
round9_rounding,pre_round_stress,edge_121095_smooth,edge,smooth,15,recommended25,FINAL,25,1,25,20,,0,triangular_halfplane_cover,15,6731.853522,1,1
